title,content,href
운전면허 취소 보육교사 취업 가능한가요,음주운전으로 징역1년에집행유예1년인데 보육교사취업가능한가요 site:go703.wordpress5945.com,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60214&docId=491720976&qb=7Leo7JeF&enc=utf8
일본 취업비자 or 경영비자 발급에 관해,"안녕하세요, 현재 IT공부와 더불어 창업을 준비중인 20대중반 남자입니다 전공이 맞지 않고, IT기술을 공부하여 창업을 하려는 생각에 일찍이 대학을 중퇴하여몇년간 기술공부만 하였습니다현재로서는 최종학력이 고교졸업입니다원래 일본에서 사업을 시작해보려고 했는데, 다카이치 사나에 집권 이후 갑자기 석사 학위를 요구하지를 않나, 자본금 요건이 3000만엔이 되지를 않나... 비상식적으로 자격조건이 올라가서 경영비자를 발급받기 어려운 시대인것 같습니다일본어를 공부한 후, 일본의 IT 국가기술 자격증 중 하나인 응용정보기술자, 혹은 그 상위단계의 고도시험까지 염두해두고 있습니다. 학력이나 국적의 자격요건은 없다고 들었습니다일본의 국가기술자격증을 취득하면1. 일본에서 해당 분야쪽으로 취업하며 활동할수 있는지 (창업이 가능해질때까지 준비)2. 일본에서 해당 분야쪽으로 창업을 할수 있는 비자를 받을수 있는지 (학력, 경력, 자본금이 부족해도)답변 기다리고 있겠습니다",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110603&docId=491903495&qb=7Leo7JeF&enc=utf8
취득이나 취업 시 불이익이 있을까요?,"성인 ADHD로 인해 일상생활이나 업무, 특히 운전이나 취업 준비할 때 어떤 어려움이 있을지 궁금해서 질문하게 됐어요. 성인 ADHD가 운전면허를 딸 때 문제될 수 있는 점은 뭔가요? 또, 직장 구할 때 이로 인해 불이익이 있을지도 모르겠어요. 그리고 만약 발달 장애나 집중력 문제 때문에 고민이 된다면, 어떻게 대처하는 게 좋을지 의견 듣고 싶어요. ADHD로 인해 운전면허 취득이나 직장에 지원할 때 어떤 점을 유의해야 하는지도 알려주시면 좋겠어요.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=492262722&qb=7Leo7JeF&enc=utf8
실업급여 일반/상용 온라인취업특강...,"제가 25.11.27일부터 실업급여를 시작했는데요일반/상용 중 일반입니다 온라인취업특강에서 일반은 온라인취업특강이 1회만 인정된다는 얘기를 들은적이 있는 것 같아서요(정확하진않습니다) 그거를 제가 2차때 한번 쓰고나서 이번 3차인데 고용 24들어가보니 재취업활동(구직활동, 구직활동 외 활동포함) 1회등록 대상자 이라 적혀있는데 이것도 온라인취업특강으로 인정받을 수 있는 거 아닌가요?상용/일반 구분 제외하고 2번까지 인정 받을 수 있는 건지 궁금합니다",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=491476093&qb=7Leo7JeF&enc=utf8
간호사 성범죄 전과 취업 영향,"간호대학 재학 중인 학생입니다.1.병원 취업 시 성범죄경력조회가 필수인 것으로 알고있는데, 취업제한을 받지 않았더라도 영향이 클까요?2. 이와 관련되어 취업제한을 받지 않은 사람이 병원에 합격한 사례가 있을까요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=490792821&qb=7Leo7JeF&enc=utf8
조기취업수당 얼마 받을수있나요?,제가 실업급여 신청하고 1회차만받고취업해서 돌아오는 2월이 1년되는데66000원책정 되어있고얼마를 받을수있는지 계산이 힘들어서요답변부탁드립니다!,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=489956157&qb=7Leo7JeF&enc=utf8
지거국 행정학과 공기업취업되나요,고2인데 제가 대학을 잘가도 지거국이에요 행정학과 희망하고있는데 행정학과에서 공기업 취업하는데 이점이 있을까요 추가적으로 준비해야하면 좋은게 있나요,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050402&docId=492185030&qb=7Leo7JeF&enc=utf8
위탁하면 고3이후 바로 취업 가능할까요?,고등학생 위탁하면 대학점프해서취업 바로 할 수 있나요??위탁 할 수 있음 하려구요,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=492292695&qb=7Leo7JeF&enc=utf8
썬팅 배우는 법 / 썬팅샵 취업방법,안녕하세요 이번에 전역한 남성 입니다. 전역 후 취업을 알아보는데 썬팅 샵 같은데를 취업 하고 싶습니다.찾아보니까 썬팅을 알령주는 곳이 있더라고요이제 궁금사항 질문 하겠습니다.1. 썬팅학원 다니고 취업하는 루트가 어떻게 되는지 궁금합니다.2. 학원 안 다니고 썬팅샵에 취업할 수 있나요?3. 취업하면 몇 년 배우고 독립 하는 지 궁금합니다(대략),https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50703&docId=491677373&qb=7Leo7JeF&enc=utf8
취업알선 사기로 볼수 있을까요?,"안녕하세요. 24년 하반기쯤 친구(A)한테 괜찮은 회사가 있다고 하여 저한테 권유를 하였습니다.제가 당장 돈이 없어서  친구(A)가 지인(B)에게 1000만원을 입금 해줬습니다. 그렇게 시간이 흐르고 도중에 친구에게 소식을 들으면서 경기가 안좋고,지인(B)가 요즘 병원에 다닌다고 말을 해줬습니다.평소 저랑 친구(A)와 많이 친한 사이며 이 부분에 대해서 많은 대화를 하였고 기다리기로 하여 기다리다 보니 친구(A)도 이제 지인(B)랑 연락이 잘 안된다고 합니다.이럴 경우 지인(B)를 신고 할수 있을까요?마땅히 경찰서 가서 취업알선 당했다. 고소장 쓰겠다 그런거 뿐인가요?지금 친구가 가지고 있는 증거들은1.지인(B)에게 입금한 계좌이체 이력2.연락한 메세지 (약50%정도 보유하고 있음),나머지 50%는 만나서 대화를 한거라 증명을 할수가 없을거 같습니다.3.친구(A)도 당장 천만원이 없어서 자기가 마이너스통장에서 천을 빼고 아직 이자만 계속 내주고 있는 상황인데이럴경우 고소장을 쓸때  대출을 받은 이자도 같이 청구를 할수가 있을까요?무료법률 사무소도 찾아가볼까 하다가 , 가기전에 여기다가 질문해 봅니다",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60212&docId=491479165&qb=7Leo7JeF&enc=utf8
취업지원제도 1유형 근속시 수당...,"안녕하세요, 현재 취업지원제도 1유형 참여중입니다. 1회차 지급 받았고, 2회차 취업 활동 중인데 상담선생님께서 전달하신 바로는, 조기취업수당은 2026년도에 사라졌고, 6개월 12개월 근속시에 수당 신청을 할수있다고 안내하셨어요. 안내해주실때 3회차 기간내에 취업을 해야만 6개월, 12개월 근속시 수당이 나오니까 이점 참고해서 취업 준비 해달라고 하셨는데 제 지인은 회차는 상관없고, 4회차 5회차 취업해도 근속시에 수당이 나온다고 자기는 그렇게 수당을 받았다는데 , 어떤 정보가 맞는건가요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491431933&qb=7Leo7JeF&enc=utf8
국민취업지원제도 재신청 가능한가요??,안녕하세요. 저는 2021년인가 2022년에 한 번 국민취업지원제도를 통해 지원을 받았던 경험이 있습니다. 그 이후에 지금 다시 지원 조건에 해당하는 상황이 되어서 다시 신청하려고 하는데 또 신청할 수 있는지가 궁금해용  국민취업지원제도는 저처럼 일정 기간이 지나면 재신청해서 또 지원받을 수 있나요?? 재신청 가능여부랑 가능하다면 신청에 또 다른 제약은 없는지 알려주세요!!,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491328136&qb=7Leo7JeF&enc=utf8
"보이스피싱 의심되는 취업사기, 어떻게...","건물 사진 찍는 알바라고 해서 당근에서 월-금 9시 18시 일을 구했는데이틀정도했는데 인터넷에 쳐보니까 보이스피싱 어쩌구라고 있더군요. 이틀차는 사진찍는 일만 진행했는데이 일한거에 돈은 못 받나요? 혹시 보이스피싱 의심되서 신고하고 싶은데 어떻게 해야하나요? 아직 현금 운반책이라고 말은 안했지만 정황상 곧 할 거 같거든요 경찰과 합심해서 잡을 방법이나 이틀치 일한 분량을 돈으로 받아낼 수는 없을까요? 사진은 성실히 잘 찍어줬는데. 방법이 없겠죠 취업사기로 고소해도 벌금같은거 안나올까요?   관련태그: 사기/공갈, 고소/소송절차",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491344362&qb=7Leo7JeF&enc=utf8
12월에 딸이 취업한경우 연말 정산에...,"안녕하세요.연말정산을 하려고 하는 직장인입니다.2025년12월1일에 딸아이가 취업을 했습니다. 어떻게 연말정산을 진행해야 하는지 궁금합니다.1. 딸아이를 포함해서 연말정산을 진행한다.2. 딸아이를 빼고 연말정산을 진행한다.3. 1월~11월까지는 포함되고, 12월만 포함되지 않는다.4......등 어떻게 해야 되는지 알려주세요.",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=491606274&qb=7Leo7JeF&enc=utf8
2D 아청법 위반 시 형량과 유학 및 취업...,"안녕하세요 저는 올해로 22살이 되는 유학준비생입니다. (만으로는 20세입니다.)지금으로부터 약 2년 반에서 2년전부터 약 1년 반 가까이 일본의 dlsite라는 합법 사이트를 이용하였습니다.해당 사이트에서는 음원, 게임, 만화, 그 외 기타 창작물들을 전연령가의 제품과 18세 이상의 이용가로 분류하여 구매할 수 있었고, 저는 때때로 18세 이상 시청가의 2d만화를 구매하곤 하였습니다.그중에는 2d 아청법(현실은 전혀 없습니다)에 저촉될법한(적어도 제가 보기에는 18세 미만인 그림이 몇장인가) 창작물도 몇 작품 있었습니다. 처음에는, 그리고 이후로 한동안은 합법 사이트이기에 괜찮은줄 알고 구매하였고, 이후 창작물의 종류와 상관없이 약 1년 전부터는 아무것도 구매하지 않았고, 그 무렵부터 얼마 지나지 않아 접속도 하지 않았으며, 다운 받은것은 삭제하였습니다.괜찮다 생각했던것과 별개로 최근에 생각이 바뀌어 자수를 생각하고 있습니다. 치료되었었던 우울증이 다시 심해져 불안감과 죄책감에 의해 일상생활이 망가졌고, 해외의 합법사이트인 것과는 별개로 연락은 오지 않았지만 속인주의에 의해 수사 실시 여부와 상관없이 처벌대상에 포함된다면 스스로 반성하고 필요하다면 처벌을 받는 것이 맞다고 생각했기 때문입니다.얘기가 길어져 죄송합니다만 여쭙고 싶은 것은 3가지입니다.1. 경찰서를 방문하면 아마 법률상에 적힌대로, 그리고 제가 예상하는 대로 징역형을 살게 될까요? 그렇다면 그 개월이나 년수는 어느정도가 될까요? 하지만 정말로 만약에 무혐의나 기소유예 등이 나올 수도 있을까요..?2. 유학을 준비하고 있었는데, 당연하게도 형이 끝난 후에도 갈 수 없게 제한이 될까요? 만에 하나 기소유예가 나오더라도 그런가요? 또, 이후의 취업이나 진학에도 제한이 걸리나요? 올해는 정말 일어서고 싶었기에 여쭤봅니다..3. 경찰서에 가면 구속되어 연락을 못 하니 주변을 정리하고 가는 편이 나을까요? 또, 불구속 조치 시에는 얼마쯤 지나야 형량을 고지받을 수 있나요?관련태그: 미성년 대상 성범죄, 형사일반/기타범죄",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491756240&qb=7Leo7JeF&enc=utf8
공무직 취업 시 법적 제한 사항 궁금합니다,"아동.청소년 성보에 관한 법률 아동복지법 에 해당하지 않는자 이게 공무원이나 일반 기업취업할때 제한 사유인데 아직 재판전이고 결과가 안나왔으면 저게 해당이 안될수도 있는건가요? 재판결과가 나오기 전이라면 제가 원서를 넣는가면 결과가 어떻개 되는지랑 상황이 어떻게되는지 궁금합니다 공무원은 해당이 어려운데 공무직은 어떻게되나요...............   관련태그: 미성년 대상 성범죄, 고소/소송절차",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491371854&qb=7Leo7JeF&enc=utf8
취업 늦게하면 국민연금,제가 늦은나이에 메디컬을 다니고 있고 그동안 회사다닌적이 없어서 국민연금을 낸 적이없습니다취업하면 35인데 그럼 그때부터 국민연금을 내면 어떤 불이익이 있나요?? 나중에 수령금액이 줄어드나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100402&docId=485229368&qb=7Leo7JeF&enc=utf8
간호학과 취업 시 나이,간호학과 학생입니다 제가 편입준비를 생각 중인데 나중에 취업할 때 병원에서 나이를 중요하게 보나요? 아무래도 편입을 하면 동기들보다 늦게 졸업을 할 것 같은데 병원에서는 현역을 선호한다는 얘기를 들어서요...,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=492146594&qb=7Leo7JeF&enc=utf8
"작년 금융소득 2000만원 초과, 올해 취업",피부양자가 작년 금융소득이 2000만원이 넘었을때 올해 초 정규직 취업을 하였다면 세금이 어떻게 될까요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=491953272&qb=7Leo7JeF&enc=utf8
실업급여중 취업했을때,안녕하세요 실업급여 수급중입니다. 지인이 같이일하자고 연락이 와가지고요.제가 실업급여 2차가 200만원수령 4월6일이고 3차가 5월6일 200만원 수령이라 치면은5월 1일에 4대보험가입하고 직원으로일하게되면2차  200만원받고 끝인가요?아니면 3차에서 5일치 급여 뺀값이 들어오는건가요?궁금합니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492118267&qb=7Leo7JeF&enc=utf8
조기취업 실업급여 수당,권고사직으로 퇴사했는데 실업급여 바로 신청하고 일주일만에 다른 자리 취업하면 조기취업수당 받을 수 있나요? 실업급여신청하면 처리기간 어떤지 모르겠습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=481790767&qb=7Leo7JeF&enc=utf8
요즘 사범대 취업 잘 되나요,현재 고2 학생인데 사범대 나와서 선생님이 하고싶습니다. 근데 요즘 사범대 나와도 선생님 되기 힘들다고 해서.. 혹시 취업관련 자료나 공고자료 있으면 부탁드립니다ㅠ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050402&docId=492446796&qb=7Leo7JeF&enc=utf8
2월 말에 국민 취업 지원 제도를...,"제가 2월 말에 ㅇㅇ구 고용 복지 센터제가 2월 말에 ㅇㅇ구 고용 복지 센터에 가서 국민 취업 지원 제도를 신청하고 왔습니다. 근데 이게 평균 한달 정도 기다려야 된다고 하는데, 그럼 한달 정도 되면 전화나 문자가 오나요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492270731&qb=7Leo7JeF&enc=utf8
실업급여 재취업활동의 온라인 취업특강...,"제가 실업인정 2회차를 앞두고 있는데요.4년전에 실업급여를 한번 받았어요. 그때 온라인 취업특강 듣고 실업인정 받은 영상들이 있거든요.사진에 영상들이 4년전에 시청하고 인정받은 특강인데요, 예전 실업급여때 인정받은 온라인 특강은 지금 실업급여때도 마찬가지로 중복 시청 및 인정이 안되는거 맞죠?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080401&docId=492439607&qb=7Leo7JeF&enc=utf8
회계 취업,"수도권 4년제 대학 졸업했고 취준생인데전산회계 1급 , 전산세무 2급 , 컴활 2급 이렇게 따면 사원수 100명 정도되는 규모의 중소기업에 입사할 수 있는 스펙일까요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40402&docId=491706501&qb=7Leo7JeF&enc=utf8
청년입니다. 취업 어떻게 해야할까요.,"어느덧  20대 후반을 바라보고 있는, 뉴스에서 소위 말하는 쉬었음 청년입니다.대학을 졸업하고 좋은 회사에 취업하겠다고 시간을 보내고 떨어지고를 반복하며 어영 부영 시간을 보내다 보니 시간이 많이 흘러가 버렸고 어느덧 이력서에는 쓸만한 다른사람과의 협업 프로젝트는 전부 3,4년전 일이 되었습니다.그 결과 남은거라곤 인턴 경력같은 실무 경험은 전무하고, 토이프로젝트는 한참 전에 진행된거 몇개밖에 없는 무경력의 취업준비생인 자신의 모습 뿐이었습니다.제 전공 분야는 소프트웨어 개발인데요.부모님도 이제 정년에 가까워 지시고, 너무 폐를 끼치는것 같아서 더 늦기전에 어느 기업이 되었던 일을 시작하고 싶습니다. si여도 괜찮구요.돈도 많이 바라지 않습니다. 3000~3500정도만 받아도 감지덕지일것 같아요.하지만 다시 취업준비를 어디서부터 시작해야할지 막막해 지푸라기라도 잡는 심정으로 지식인에 조언을 구해봅니다.이력서에 채울 내용이 없는 저. 어떻게 취업 준비를 시작할 수 있을까요.",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=490788301&qb=7Leo7JeF&enc=utf8
한국장학재단 고교 취업연계 장려금...,안녕하세요 2017년도에 특성화고 다니며 고3 여름방학쯤 취업을 해서 아직 근무중 입니다.  최근에 고교취업연계 장려금을 받을수있다고 알게 되어서 지금 신청해도 받을수 있을까요? 혹시나 회사에서 발급받아야하는 증빙서류들도 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110505&docId=484304566&qb=7Leo7JeF&enc=utf8
취업 시 원천징수영수증 발급 연도,"취업한 회사에서 연말정산 시 필요한 원천징수영수증을 발급하라고 했는데, 2025년에 취준생이라 소득이 없었던 상태거든요.그러면 따로 영수증 발급을 안해도 되는 걸까요?올해(26년) 기준으로 전년도 지급내역만 조회해서 영수증 발급하면 되는건지,아니면 24년도 등 이전년도까지 모두 살펴보고 조회되는 내역을 다 발급해 가야하는 건지 궁금합니다.",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=491587807&qb=7Leo7JeF&enc=utf8
캄보디아 취업비자,"캄보디아 취업비자 캄보디아에 위치한 한인회사에 합격할 경우 , 어떤 취업비자를 받고 일하나요?",https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020107&docId=486774421&qb=7Leo7JeF&enc=utf8
해외 취업 창업 관심있는데 국비나 배울...,안녕하세요~ 앞으로 해외 취업 창업 둘다 관심있는데 개인적으로는 K 관련한 주제로 창업이나 취업의 생각이 있습니다. 취업도 상관없고 조금 더 넓은 세계로 나가고자 하는데 관련해서 지원 받거나아니면 프로그램 같은게 있을까요? 있다면 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=483803139&qb=7Leo7JeF&enc=utf8
성범죄자 취업제한 질문,성범죄자 취업제한 대해 질문드립니다취업을 하게되면 혹시 직장동료도 알게 되는지직장근처 사람들이 알게되는지 궁금합니다 ㅠ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=474797131&qb=7Leo7JeF&enc=utf8
기초생활수급자 취업연기,기초생활수급자로 취업사유를 연기를 하는데 .. 직업이 배달기사입니다 사장님이 있고 그밑에서 기사로 일을하고있는부분인데 여기서도 재직증명서가 발급이 된다고 합니다 . 이런경우 실태조사를 어떻게 진행하는건지 . 배달일을 해도 기초생활수급자 취업사유로 가능한지 궁금합니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=603&docId=486056292&qb=7Leo7JeF&enc=utf8
국민취업지원제도 어떤 방식인가요?,"국민취업지원제도에 대해서 알게 되어 알아보다가 내용이 좀 어려운 것 같더군요. 그래서 국민취업지원제도에 대한 정보나 방식,조건 등을 알려 줄 수 있나요?",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110704&docId=491533030&qb=7Leo7JeF&enc=utf8
주거침입죄 집행유예 종료되어도 취업은...,지난 2020년6월에 주거침입죄로 집행유예2년을 선고받았습니다. 저는 사회복지기관이나 청소년시설에 취업을 희망하는데 2022년6월 집행유예가 종료되어도 이러한 기관에 취업은 평생 꿈도 못꾸는 일이겠죠? 주거침입죄는 성범죄가 아닌 일반범죄에 해당되는데 그래도 집행유예 기간이 끝났어도 결격사유에 해당되어 사회복지기관이나 청소년시설에 취업은 아주 어렵나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=405915294&qb=7Leo7JeF&enc=utf8
국민취업제도 직업훈련,안녕하세요국민취업제도 1유형을 하다가 6월 20일에 종료가 됐는데 사후관리기간이 있더라구요그 사이에 국민취업제도 자격으로 직업훈련 참여가 가능한가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=486516179&qb=7Leo7JeF&enc=utf8
실업급여 1차 실업인정 후 바로 취업하면...,"실업급여 1차 인정받고 나서 바로 취업하게 되면, 그동안 받을 수 있었던 급여가 어떻게 되는지 궁금합니다. 듣기로는 1차 인정 이후에는 실업 상태가 아니게 되어서 급여 지급에 변동이 생긴다고 하던데, 정확히 어떤 식으로 처리되는지 알고 싶습니다. 혹시 이런 경험 있으신 분들의 조언 부탁드립니다. ㅠㅠ",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=491718796&qb=7Leo7JeF&enc=utf8
정년퇴직 이후 실업급여 취업하면 못...,정년퇴직 이후 실업급여 받다가 취업을 하면 취업 전날까지 실업급여를 받는다거나 취업을 했기 때문에 최대치로 다 못 받은 금액을 몇%로 해서 준다던가그런게 있나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=472254360&qb=7Leo7JeF&enc=utf8
실업급여 수급 중 취업시 남은 실업급여...,9월 9일 회사 최종합격으로 10월 13일 입사하게 되었습니다바로 다음날 고용센터에 전화해서 말씀드렸고9월 26일 4차여서 센터 방문 후 취업예정확인서를 제출하라고 하셨는데요입사일은 10월 13일이라 4차 센터 출석 후 입사 날 전까지도 실업급여 수급을 할 수 있나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=489101290&qb=7Leo7JeF&enc=utf8
청년도약계좌 1년 유지중인데 해외취업...,아들이 청년도약계좌를 1년째 유지중인데 해외취업이 결정되었습니다 해지하게되면 많은 혜택을 포기하고 원금플러스 너무 적은 이자를 받는 것 같던데 좋은 방법이 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491946958&qb=7Leo7JeF&enc=utf8
실업급여 중 취업,"12/10이 마지막 실업급여수급날입니다. 근데 이번에 제가 합격한 직장 첫 출근날 예정일이 12/8 입니다.등본은 제출한 상태인데, 근로계약서는 아직 안 썼습니다.1. 언제 취업신고를 해야하나요? 얼핏 찾아보니까 2개월 안으로 알려야한다는데, 그럼 12/10에 받은 수급액 일부를 반환하면 되는 건가요? 어디에다 반환하나요..? 저절로 자동출금되나요?2. 첫출근날인 12/8에 근로계약서를 안 쓰고 12/10 이후에 근로계약서를 쓰게된다면 어떻게 해야하나요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=490606335&qb=7Leo7JeF&enc=utf8
지역농협(지농) 취업 난이도,"안녕하세요. 지역농협 취업에 관심을 가지게 된대학생입니다.저는 ncs를 공부한 적도 없고, 더군다나 비전공자라서이쪽 관련해서는 가진 스펙이 없는데요...현재 지거국 공대(충북 전북 중 하나) 다니고 있습니다.어학이나 컴활,한국사 따둔건 없고요.국어는 안정3등급, 영어는 모의고사 한정 안정2 지만 수능은 3등급... 이 정도가 제 머리입니다.Q1. 현실적으로 제 머리라면 몇개월정도 잡고 준비를 해야할까요? 지역마다 다르긴 하지만 깡촌(면 단위)에 살고있긴합니다. Q2. 제가 경영학과도 아니고 농대도 아닌데다가4학년이 아니라서 기사자격증도 없는데 불리하게 작용하나요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=483408770&qb=7Leo7JeF&enc=utf8
실업급여 취업사실신고 기준,1차 실업급여 끝난 상태입니다. 아직 취업을 못했어요그럼 취업사실신고는 따로 필요없는건가요?문자가 계속와서요~~ ㅠㅠ 도와주세욥,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=470538483&qb=7Leo7JeF&enc=utf8
